wage,height,weight,age,educ,male,married
52200,177,83,45,10.5,1,1
27800,167,95,41,11.5,0,1
22537,158,55,56,11.5,0,0
41760,163,73,26,11.5,0,0
34000,178,90,25,11.5,1,0
52300,165,56,31,11.5,0,0
14400,181,83,28,14.5,1,0
14560,165,80,43,11.5,0,1
38400,186,140,47,10.5,1,1
36000,182,96,36,11.5,1,1
35900,178,100,29,11.5,1,0
42000,165,118,50,11,0,0
37800,168,62,30,11.5,1,0
54000,167,50,36,18,0,0
64800,192,99,39,18,1,0
96000,187,91,49,18,1,1
48000,167,78,57,14,1,1
21800,162,60,53,9,1,1
27804,173,75,26,10,1,0
65000,166,90,44,10,1,1
44500,170,75,58,18,1,1
18000,170,72,53,14,0,1
24600,170,77,42,10.5,1,1
69504,186,113,40,10.5,1,1
18000,178,70,47,11.5,1,1
54950,180,103,55,18,1,1
31000,168,100,47,10.5,1,1
21900,160,61,42,14,0,0
45600,173,78,40,10.5,1,0
36360,178,107,45,11.5,1,0
31800,169,62,36,15,0,0
21900,172,80,60,10.5,1,0
161000,172,79,39,15,1,1
26400,186,92,47,10.5,1,0
29900,172,75,35,12,0,0
43200,174,95,40,11.5,1,0
20700,173,60,26,16,1,0
24625,162,55,24,15,0,0
43200,190,88,50,11.5,1,1
36000,192,120,40,10.5,1,0
35720,181,89,54,11.5,1,1
38400,186,96,31,11.5,1,1
66200,184,76,44,14.5,1,0
52000,185,82,44,10,1,1
145000,180,97,54,18,1,0
53716,178,95,55,10.5,1,1
27600,176,67,42,11.5,1,1
45600,163,105,47,12,0,0
47690,183,75,45,11.5,1,0
48560,187,79,43,18,1,1
36177,150,50,48,15,0,0
22800,163,90,57,11.5,0,1
30000,175,95,59,10.5,1,1
50300,174,84,57,11.5,1,1
21840,192,99,45,10,1,1
33000,164,90,58,9,0,1
28800,170,82,28,10.5,1,0
69600,180,105,48,10.5,1,1
37804,178,88,41,13.5,1,0
53800,185,97,59,10.5,1,1
42065,184,93,35,10.5,1,0
120000,180,78,40,18,1,1
63600,191,92,41,13.5,1,1
26738,167,58,47,12,0,1
90000,178,78,55,11.5,1,1
28600,180,90,45,13,1,1
47500,176,100,48,10.5,1,1
48000,176,75,35,15,0,0
51000,202,100,46,18,1,0
36250,176,75,43,15,0,1
64600,184,103,35,18,1,1
115200,173,67,58,17,0,1
36800,200,105,41,10,1,1
49800,180,102,42,10.5,1,1
29979,178,101,40,10.5,1,1
31350,189,92,36,11.5,1,1
44101,176,72,43,18,1,0
31016,175,92,59,18,1,1
17464,163,52,55,10.5,0,1
60420,176,90,36,12,1,1
41600,176,110,57,11,1,1
40842,165,52,45,11.5,0,1
32814,168,81,46,9,0,1
54720,175,70,51,8.5,1,1
32891,183,93,36,10.5,1,1
24768,171,68,37,11.5,0,1
39400,185,83,42,12,1,1
28800,157,41,33,13,0,0
28205,173,95,58,10.5,1,1
12351,157,58,54,11.5,0,1
24980,178,70,27,17,1,0
26200,168,57,32,15,0,0
25000,178,74,37,16,0,0
64000,190,140,44,18,1,0
18000,191,70,35,11.5,1,0
38144,176,87,48,10.5,1,1
28280,180,90,60,10.5,1,0
39890,170,73,48,10.5,1,1
57864,164,62,35,13.5,0,1
12700,157,80,58,9,0,1
32400,176,70,40,14,1,1
34200,166,75,57,11.5,1,0
20860,176,85,60,12,0,1
28441,168,66,39,10.5,0,0
45000,189,93,42,9,1,1
39600,180,73,45,10.5,1,1
28400,178,62,48,9,1,0
34800,175,74,42,11.5,0,1
18000,176,68,32,11,1,1
13000,187,67,27,15,0,0
42000,186,95,58,10.5,1,1
30000,176,90,42,15,0,1
19600,158,50,52,8.5,0,1
38700,188,107,59,10.5,1,1
41500,176,95,40,11.5,1,1
29300,176,68,43,11.5,0,1
22550,178,85,44,12,0,0
24000,178,83,39,10.5,1,1
72000,184,93,48,11,1,1
33860,170,80,46,12,1,0
63988,184,85,50,18,1,1
25200,191,105,60,10.5,1,0
55350,181,74,42,16,1,1
44400,204,115,40,15,1,1
34800,174,63,40,16,0,1
118500,198,104,42,18,1,1
80000,194,110,36,16,1,1
38708,175,80,44,10.5,1,1
24002,166,79,34,11.5,0,0
35575,176,74,40,12,1,0
39050,178,80,52,10.5,1,1
19412,165,65,45,10.5,0,1
25100,180,84,28,11.5,1,0
90000,185,97,42,10,1,0
31229,177,90,52,10.5,1,0
12675,159,62,49,9,0,0
71500,186,79,54,13,1,1
31850,180,95,27,13.5,1,0
42000,195,110,54,10.5,1,1
20400,166,63,51,10.5,0,1
45050,196,115,38,10.5,1,1
26200,180,78,29,11.5,1,0
57750,173,75,48,11.5,0,1
34980,195,105,27,10.5,1,1
34500,180,110,40,10.5,1,1
111400,183,88,55,16,1,1
38785,170,71,45,11.5,0,0
29500,170,110,44,12,0,1
49900,180,93,56,10.5,1,1
66790,170,63,36,14,0,1
68650,163,76,35,12,1,0
53850,170,70,52,11.5,1,0
15600,180,73,30,11.5,1,0
54000,172,82,57,10.5,1,1
18600,160,50,24,11.5,0,0
28600,193,70,24,12,1,0
13200,160,84,52,10.5,0,0
32250,178,85,36,10.5,1,1
24450,161,65,51,9,1,1
28620,170,68,46,10.5,1,1
15050,167,48,41,10.5,0,1
24000,168,66,46,11,0,1
24000,177,90,49,12,1,1
62120,195,125,40,11,1,1
23450,172,81,49,9,1,0
28660,171,65,59,10.5,0,1
55200,183,90,51,18,1,1
13300,180,85,47,10.5,1,0
47224,176,87,42,15,1,1
32200,169,75,58,11.5,0,1
38000,173,70,29,15,0,1
46700,193,97,41,11.5,1,1
237820,175,76,46,18,1,1
48100,165,60,46,11.5,0,1
30000,162,80,42,12,1,0
40804,172,64,33,18,0,0
26232,171,82,46,11,1,1
38000,183,92,41,11,1,1
18728,182,80,40,10.5,1,1
30480,172,78,55,11.5,1,1
25200,161,75,52,12,0,1
39850,172,81,48,10.5,1,0
35000,171,82,39,10.5,0,0
30120,173,84,49,10.5,1,1
30780,162,85,47,11.5,0,1
41100,178,79,52,10.5,1,0
32600,186,82,32,10,1,0
20400,170,68,30,11.5,0,0
13209,168,68,45,10.5,0,1
76972,176,82,57,15,1,1
29250,170,54,28,18,0,0
94000,181,93,47,18,1,0
46600,178,84,37,11.5,1,1
67600,187,118,53,16,1,0
46800,174,80,45,10.5,1,1
45900,172,70,44,13.5,1,1
39800,187,77,41,16,1,0
48000,185,93,41,18,1,0
48900,180,88,40,18,0,0
66100,182,77,44,15,1,1
59400,183,90,42,13,1,1
49050,201,106,38,11.5,1,1
13450,157,95,51,10.5,0,0
22800,173,90,24,10.5,1,0
14500,180,95,42,10.5,1,0
45600,173,85,42,16,1,1
46100,178,72,46,11,0,0
37120,170,110,49,15,0,1
38799,180,78,36,18,1,1
68900,170,96,49,11,1,1
43000,176,92,48,11,1,1
18200,173,66,48,12,0,1
36003,175,75,43,10.5,1,0
45200,186,87,50,11.5,1,1
22099,180,90,24,11.5,1,0
45000,179,85,42,14,1,1
44400,186,110,40,18,1,1
30000,190,95,44,12,1,1
30800,168,79,61,18,0,1
46000,180,76,35,18,1,1
53351,150,72,55,10,0,1
24934,169,58,26,18,0,0
50400,183,89,44,18,1,1
56300,178,73,43,10,1,0
45702,184,78,60,11.5,1,0
30000,178,82,62,12,1,1
44900,177,100,54,12,1,1
23484,165,75,23,11.5,0,0
26000,170,59,49,12,0,0
47600,168,100,49,11,1,1
62000,164,53,29,11.5,0,1
33600,187,95,50,11.5,1,0
22300,162,65,43,11,0,0
51900,179,86,43,11.5,1,0
57120,180,85,45,14.5,1,0
98100,171,100,42,18,1,1
78979,176,127,60,11.5,1,1
53900,163,67,30,10.5,0,0
58400,169,69,56,15,0,0
64500,184,96,53,10.5,1,1
26400,185,100,26,13,1,0
31700,172,95,23,11.5,1,0
50200,189,81,52,12,1,1
13808,172,55,36,18,0,1
54150,176,71,38,18,1,1
47600,185,82,40,18,1,1
31500,165,70,30,14.5,0,0
62300,181,93,59,14,1,1
32800,164,79,47,12,0,1
89700,175,82,47,11.5,1,1
82100,168,85,42,11.5,0,1
41400,184,105,44,11.5,1,1
18000,183,85,60,10.5,1,1
30900,165,84,62,11,0,1
42000,178,80,51,12,1,1
70200,172,77,59,15,1,1
42900,185,88,34,16,1,1
23250,172,80,40,9,1,1
36300,184,75,44,12,0,1
42028,174,60,48,15,0,0
39900,180,80,60,10.5,1,1
22425,169,65,34,17,1,0
28600,172,61,32,12,0,0
33598,170,95,41,11.5,0,1
32464,167,83,37,11.5,0,1
69332,178,75,42,12,1,1
25400,180,98,29,12,0,1
22259,186,105,33,12,1,1
37900,176,101,55,10.5,1,1
31728,174,69,53,11.5,0,1
58270,174,70,30,18,0,0
14400,163,80,28,10.5,0,1
68900,190,73,35,18,1,0
32900,187,65,45,11,1,1
32160,164,68,55,11.5,1,1
59100,173,86,27,18,1,0
41000,165,79,30,11.5,0,0
16329,164,85,51,10.5,0,0
36000,170,83,38,12,1,1
24000,190,90,30,10.5,1,0
24450,182,67,24,12,0,0
24000,178,75,30,10.5,1,0
56360,180,95,49,11.5,1,1
63500,180,75,34,14.5,0,0
52800,190,96,45,16,1,1
57600,168,79,41,16,0,1
25107,168,59,40,10,0,1
55800,184,85,40,10,1,1
29950,183,76,34,9,1,1
34050,173,52,33,11.5,0,1
35600,172,100,37,11,1,0
46800,180,87,56,10.5,1,1
55362,178,90,41,10.5,1,1
70402,195,100,39,13,1,1
39000,179,80,43,14,1,0
22209,189,88,32,11,1,0
30050,176,81,49,14,1,1
34995,169,68,39,14.5,1,1
40800,180,74,38,11.5,1,0
47790,187,110,41,12,1,1
38900,175,83,37,10.5,1,1
51200,178,82,59,18,1,1
32200,165,55,54,10.5,0,0
32414,185,90,31,10,1,0
41285,184,79,48,10.5,1,0
34440,178,82,51,11.5,1,0
60100,177,128,49,11,1,1
144945,172,63,47,10.5,0,1
36100,181,79,33,11,1,1
27750,179,77,42,13.5,1,0
43065,168,50,31,11.5,0,0
15018,162,64,52,11.5,0,1
16626,183,96,24,11.5,1,0
21600,175,66,31,11.5,1,1
31800,178,85,45,12,1,1
106000,168,70,64,12,1,1
84400,178,66,37,15,1,1
54000,170,80,35,11.5,1,1
51800,172,70,45,11.5,1,1
51150,176,74,37,11.5,1,1
42000,193,83,43,18,1,0
21200,172,65,22,11.5,0,0
38520,186,88,48,9,1,1
37500,181,90,44,10.5,1,0
33850,180,100,48,10.5,1,1
30000,168,80,34,10.5,0,0
43550,172,82,53,10.5,1,1
31400,185,65,25,10.5,1,0
26450,158,58,23,11.5,0,0
30700,168,78,33,11.5,0,1
62400,187,91,39,11,1,1
28890,187,83,35,10.5,1,1
38052,172,85,40,12,0,0
51600,187,75,37,11.5,1,0
74100,171,73,37,14.5,1,0
21600,180,83,44,10.5,1,1
36000,181,84,39,18,1,0
48000,172,78,46,14,1,1
26400,165,82,42,11,0,0
42003,187,90,45,11.5,1,0
52672,175,88,45,12,1,1
23100,172,90,48,11.5,1,1
69980,170,60,44,18,1,1
117999,182,77,53,14.5,1,0
57600,169,65,46,18,0,0
97490,180,78,51,13,1,1
25290,161,51,52,18,0,1
46800,168,105,37,12,1,1
18000,183,78,40,14.5,1,1
24580,150,46,43,14.5,0,1
33100,176,74,50,10.5,1,0
19800,167,75,48,7,0,0
34350,170,75,42,10.5,0,0
36000,185,72,28,10.5,1,0
21400,168,70,28,10.5,0,0
42000,188,118,51,13.5,1,1
107015,170,63,42,13.5,0,0
81372,185,84,58,11.5,1,1
31350,185,86,25,10.5,1,0
20550,170,58,27,11.5,0,0
13200,170,55,24,10.5,0,1
17280,197,80,25,10.5,1,1
36850,177,70,37,14.5,0,1
74750,186,81,38,12,1,1
42000,175,75,59,10.5,1,0
68300,189,73,42,12,1,1
27860,176,100,40,11,1,0
42600,177,60,35,18,0,0
32200,185,72,35,15,1,0
16900,185,110,36,9,1,0
31200,178,80,33,11,1,1
44700,175,76,28,10.5,1,0
30500,160,62,45,9,1,0
28600,178,82,58,11,1,1
45900,176,88,48,18,0,0
66005,185,100,57,18,1,0
48046,180,90,39,10.5,1,1
41600,182,84,42,14,1,0
96000,185,80,50,18,1,1
72700,184,87,53,15,1,1
25000,172,57,48,11.5,0,1
34310,183,105,52,11,1,1
65500,181,98,60,10.5,1,1
24000,190,95,39,15,1,0
23400,184,133,42,9,1,1
61290,176,87,42,13.5,0,1
44565,165,88,36,11.5,0,0
27400,170,91,36,10.5,1,0
22800,175,86,40,10.5,1,1
61500,181,92,49,15,1,0
35800,176,66,39,12,0,0
84350,181,75,44,15,1,1
39300,179,84,49,9,1,0
39000,182,81,47,11,1,1
16200,180,78,43,10.5,1,0
54000,176,100,42,18,0,0
69600,167,72,62,18,1,1
38220,176,85,61,11.5,1,0
46390,180,83,54,18,1,1
38400,162,63,36,18,0,1
74200,193,70,38,18,1,1
68000,182,88,43,18,1,0
76400,182,80,41,16,1,0
95019,170,84,43,18,1,1
44400,174,83,36,13,1,1
47639,165,65,54,11.5,0,0
20700,167,66,26,10.5,0,0
24700,192,102,27,10.5,1,0
36000,180,93,56,11,1,1
22400,170,60,28,12,0,0
32100,192,105,37,13,1,0
34725,170,80,49,12,1,1
40270,180,89,47,12,1,1
35100,172,95,46,10.5,1,1
32500,178,80,43,11.5,1,0
31300,180,83,34,10.5,1,1
31200,186,108,40,14,1,0
43100,175,76,54,10.5,1,1
33779,176,90,33,11.5,1,0
19200,168,71,52,11,0,1
26700,162,53,27,12,0,0
67200,182,105,52,9,1,1
12552,168,70,62,9,0,1
45500,181,110,43,11.5,1,1
65600,175,83,35,10.5,1,1
43000,168,73,49,10.5,1,0
36840,173,81,48,11.5,1,1
24000,174,80,50,10.5,1,1
19200,169,63,46,10.5,0,1
31400,178,81,22,10.5,1,0
41000,167,81,51,10.5,1,1
28400,150,62,50,12,0,1
40300,165,84,26,18,1,1
16744,164,69,31,15,0,1
55900,175,74,58,11.5,1,1
38200,175,74,53,10.5,1,0
36200,160,60,56,10.5,1,1
13200,168,61,62,9,1,0
33600,173,84,40,11.5,1,0
29100,170,70,21,10.5,1,0
31200,187,108,47,10.5,1,1
112000,179,81,44,15,1,1
67140,188,120,39,15,1,1
54000,178,96,42,10.5,1,0
25200,180,100,48,10.5,1,1
34300,187,121,53,10.5,1,1
18000,158,59,51,12,0,1
55900,186,92,35,13,1,1
77500,188,100,40,12,1,0
33450,175,82,47,11.5,1,1
22253,172,82,47,11.5,0,1
51200,180,98,49,10.5,1,0
48800,175,82,51,11,1,1
21100,170,70,47,9,0,1
57210,165,72,51,11,1,1
44000,180,82,42,11,1,1
38800,169,73,49,12,1,1
44131,165,58,28,12,0,0
33100,158,56,27,11.5,0,0
67400,182,78,46,10.5,1,1
24008,172,80,57,10.5,0,0
49400,185,83,36,13.5,1,1
16800,168,71,50,12,0,1
90204,171,89,55,11.5,1,1
18900,190,129,27,13.5,1,0
37000,185,110,39,10.5,1,1
29867,163,63,30,14.5,0,0
33000,176,81,37,11.5,1,1
38400,176,84,46,10.5,1,1
53940,186,97,47,14.5,1,0
29651,178,93,42,10.5,1,1
27250,157,50,40,9,0,0
58200,175,78,59,18,1,0
26316,168,60,51,11.5,0,0
75100,175,86,56,11,1,1
35402,168,130,46,12,1,1
20600,150,55,44,10.5,0,1
42000,172,95,57,12,1,0
23760,165,65,53,10.5,0,0
31000,172,70,52,10.5,1,1
56200,183,66,37,18,1,0
58600,185,85,33,13,1,1
49300,168,60,32,15,0,1
48200,171,66,36,14,0,0
26000,165,60,24,12,0,0
30123,162,50,31,18,0,0
30000,163,65,58,16,0,1
31957,165,76,59,11,1,1
30800,183,72,26,14,1,0
46553,183,88,48,11,1,1
18000,164,86,52,10.5,0,1
20200,173,80,29,9,1,0
32112,165,82,33,18,0,0
20000,176,78,29,18,0,1
13234,190,85,43,12,1,1
38156,185,60,33,18,1,0
20400,190,94,35,12,1,0
28800,163,61,30,18,0,0
14600,158,60,45,10,0,1
76200,170,78,55,11.5,1,0
94110,182,98,43,15,1,1
60000,187,85,47,12,1,0
46800,172,70,46,11.5,0,0
38000,178,79,46,11.5,1,1
18000,166,62,44,12,0,0
49500,190,130,53,15,1,0
36400,187,72,35,13.5,1,1
53972,175,100,43,10.5,1,1
75000,180,95,55,15,1,1
68313,183,87,31,13,1,1
29150,175,90,44,13.5,0,0
60000,168,60,52,18,0,0
44400,172,76,61,11.5,1,1
29600,159,70,60,10,0,1
44416,182,79,45,11.5,1,0
56400,180,80,44,11,1,1
49000,163,55,38,11,0,1
50720,184,90,42,9,1,0
102460,186,105,47,12,1,1
17200,158,56,41,11.5,0,1
27920,175,75,37,10.5,1,1
23599,174,56,31,9,0,1
48016,180,84,38,11.5,1,1
37260,180,88,41,12,1,1
36400,160,57,41,10.5,0,1
39140,184,108,45,12,1,1
18372,183,97,32,10.5,1,1
28656,156,49,47,18,0,0
53200,170,75,43,18,1,1
68780,175,75,59,18,1,1
45306,175,72,48,15,0,1
22150,165,63,61,12,0,0
28855,184,95,59,14.5,1,0
136940,184,91,59,10.5,1,1
28600,163,48,45,9,0,0
26800,185,90,45,12,1,0
61600,180,94,59,11,1,1
33144,168,65,52,14,0,1
69850,174,85,49,14.5,0,1
52200,188,85,55,11.5,1,0
56900,178,75,43,12,1,1
57484,178,96,46,18,1,1
90000,183,95,44,18,1,1
19200,160,58,48,9,0,0
72000,187,120,46,15,1,1
26407,178,89,47,9,1,1
67000,185,85,41,18,1,1
36700,165,68,44,12,0,0
69600,177,78,47,11,1,0
18400,163,78,47,10.5,0,0
72400,180,75,46,10.5,1,0
22597,170,72,30,9,1,0
83600,187,85,41,16,1,1
43767,172,68,32,18,0,0
65000,200,94,36,18,1,0
77292,179,78,47,14.5,1,1
48600,165,60,43,11.5,0,0
44400,190,111,47,12,1,1
49900,175,67,39,11.5,1,1
59900,168,57,43,18,0,1
87100,185,90,42,18,1,1
83000,187,82,37,15,1,1
59860,187,87,49,11.5,1,1
22880,189,77,21,10.5,1,0
59171,181,74,47,18,1,1
64000,178,87,46,16,1,1
55900,168,73,38,18,0,1
39729,184,84,46,10.5,1,1
31722,170,57,24,10.5,0,0
22800,160,81,56,11,0,1
27724,165,60,30,12,0,0
65600,165,65,32,11.5,0,0
18000,158,54,48,9,0,1
25210,180,88,47,10.5,1,1
55496,170,71,48,13,1,1
52400,176,74,45,18,1,1
49645,176,84,39,15,1,1
72177,172,93,63,12,1,1
21846,165,80,57,10.5,0,1
20959,177,80,25,10.5,1,0
48280,183,112,48,11,1,1
39100,176,74,40,11,1,1
121600,188,82,48,18,1,1
18400,166,60,48,18,0,0
79100,180,75,53,18,1,0
27818,172,78,54,11,1,1
47050,175,95,31,9,1,1
37320,174,72,49,11.5,0,1
12384,163,100,32,13.5,0,0
50797,178,64,34,11.5,1,1
46477,161,90,62,18,1,0
25870,168,75,45,10.5,0,0
30218,177,90,45,10.5,1,0
36100,180,97,26,11.5,0,0
28800,175,95,31,9,1,0
17040,178,75,24,10.5,0,0
33200,172,70,29,10.5,1,0
24000,185,83,43,11,1,1
51105,180,85,39,11.5,1,0
42650,179,88,46,9,1,1
27200,169,82,44,10,1,1
13350,175,60,37,11.5,0,1
24000,183,120,29,10.5,1,1
28001,177,72,43,10.5,1,1
50498,173,76,35,10.5,1,1
12720,165,89,59,10.5,0,0
23000,178,93,38,11,1,1
25640,165,80,36,11,0,1
25000,172,80,34,9,1,1
28800,172,66,48,11,1,0
21600,160,62,59,11,0,1
47300,178,125,39,10.5,1,1
57000,183,115,41,12,1,1
45000,172,82,47,11,1,1
15600,164,54,44,11,0,1
45696,173,97,43,12,0,0
76400,169,57,34,18,0,0
31300,180,80,25,11.5,1,0
34100,175,75,37,10.5,0,1
29800,190,125,59,18,1,1
37200,182,85,39,11.5,1,1
12050,170,78,54,10.5,0,1
41900,168,75,43,11.5,1,1
44200,181,96,45,14.5,1,1
112300,178,83,39,12,1,1
55934,184,103,58,10.5,1,1
23979,160,60,56,9,0,1
29080,166,60,48,9,1,1
48000,172,95,39,11,1,1
58500,186,110,39,10.5,1,1
15840,158,78,60,9,0,0
29200,170,75,40,11.5,1,1
40400,177,82,39,10.5,1,0
19500,168,63,38,10.5,0,0
60000,177,84,49,14,1,1
20196,163,62,45,11,0,1
20700,160,49,23,9,0,0
28800,182,112,43,9,1,1
25100,187,62,44,9,1,1
30000,166,75,49,14,0,0
98000,185,113,44,12,1,0
34826,164,58,50,12,0,0
14432,164,51,27,18,0,1
18101,180,85,35,10.5,1,1
41400,180,80,40,11,1,1
36850,178,76,35,10.5,1,1
24700,178,90,35,9,1,1
42200,169,75,53,11,1,1
20250,176,60,53,10.5,0,1
18700,168,76,44,10.5,0,1
39305,182,85,46,11.5,1,1
120000,174,82,54,10.5,1,0
27090,173,63,57,11.5,0,1
28195,176,75,33,11.5,1,1
26320,175,60,45,11.5,0,0
75900,186,72,41,18,1,1
30008,178,88,46,11,0,1
26146,174,111,37,13.5,1,1
31805,186,74,41,10.5,1,1
13800,154,55,47,12,0,0
44550,170,85,46,12,1,1
43352,163,76,50,12,0,1
51600,186,98,48,11.5,1,1
26832,170,78,48,10,0,1
26900,178,79,31,11,1,0
46978,175,94,60,10.5,1,1
38000,193,80,34,14.5,1,1
63098,183,84,35,18,1,1
46200,182,76,47,13,1,1
28854,186,86,36,11,1,1
32700,183,110,44,10.5,1,1
60600,195,98,42,15,1,1
24000,180,96,45,15,1,1
30700,169,72,39,15,0,1
15600,183,87,41,10.5,1,0
45600,183,105,41,11.5,1,1
51336,170,103,47,11.5,1,1
33600,182,93,46,9,1,0
46000,175,90,42,9,1,0
42800,183,85,44,9,1,0
34300,184,94,41,10.5,1,1
38260,186,104,41,11.5,1,1
16600,175,72,44,11.5,0,1
27800,175,80,43,10.5,1,1
54000,170,75,51,10,1,0
16800,170,57,31,9,0,0
44520,169,92,36,9,1,1
26260,170,72,35,10.5,1,0
28980,177,67,28,11.5,1,0
27900,178,85,54,10.5,1,1
23100,155,50,40,10.5,0,1
22500,165,52,53,9,0,0
29200,170,70,52,10.5,1,1
27000,178,56,27,12,0,0
23700,175,78,23,10.5,1,0
15701,180,96,48,11,1,1
31744,180,91,41,13.5,1,1
29807,172,76,51,12,0,0
33500,181,78,51,11.5,1,0
24750,168,76,56,9,0,1
25900,170,66,32,10.5,0,0
27700,170,80,41,10.5,1,0
27700,168,73,37,11.5,1,0
26300,183,68,36,11.5,1,0
29000,182,85,47,10.5,1,1
32200,180,88,57,11.5,1,1
33000,185,90,31,18,1,0
30300,190,90,36,11.5,1,1
28850,182,78,47,11.5,1,0
32200,170,66,39,11.5,1,0
27900,173,80,50,9,1,1
25200,162,51,52,11.5,0,1
26850,170,80,45,12,1,0
40100,183,92,39,12,1,1
36309,165,80,60,10.5,0,0
25600,164,57,50,9,0,0
34260,174,103,41,10.5,1,0
34152,175,72,57,11,1,1
17396,175,68,55,11,0,1
19200,194,83,20,10.5,1,0
44340,185,95,30,13.5,1,0
34320,178,73,56,11,1,1
35662,152,56,50,12,0,1
39100,187,110,39,10.5,1,1
54600,193,97,44,11,1,1
26748,166,80,44,10.5,1,1
42160,178,100,53,15,1,0
42800,186,118,57,10.5,1,1
48300,184,85,42,11.5,1,0
32900,169,71,34,11,1,0
35392,188,85,29,10.5,1,1
29100,176,65,31,10.5,0,0
31100,180,78,30,11,1,0
19200,176,71,28,11,0,0
21600,171,80,28,11,0,0
39000,183,75,23,10.5,1,0
30900,175,83,44,9,1,0
51600,167,56,41,11.5,0,0
35280,179,80,48,11.5,1,0
46400,178,88,33,11,1,0
20200,166,95,29,12,0,0
33100,195,100,35,10.5,1,0
46990,176,90,36,18,1,1
120623,172,87,51,10.5,1,1
29000,195,129,34,10.5,1,1
37200,163,60,30,11.5,0,0
31200,174,80,35,10.5,1,0
30800,176,89,34,11.5,1,1
19800,165,70,60,10.5,1,1
18056,172,72,53,10.5,0,0
31429,165,65,28,14.5,0,0
50000,182,80,36,16,1,1
48600,173,61,33,16,0,1
47600,188,90,53,12,1,1
64800,170,80,53,16,1,0
14600,163,50,22,10.5,0,0
91240,173,77,58,12,1,1
40310,184,115,38,11,1,1
102000,186,130,45,12,1,0
84068,182,85,40,12,1,1
29560,180,105,62,10.5,1,1
48600,169,77,40,11,1,1
37000,178,95,29,11,1,1
20172,167,59,40,11.5,0,1
72800,182,105,42,11.5,1,1
36850,174,110,38,9,1,0
21339,158,65,57,11,0,1
26750,172,64,29,13.5,1,0
75600,176,79,37,15,1,0
52506,169,70,37,18,0,0
41562,177,86,56,10.5,1,1
28600,180,71,44,10.5,1,0
16800,170,64,42,10,0,0
34086,168,63,52,10.5,0,1
21200,168,63,27,10.5,0,0
45000,180,80,29,10.5,1,0
33600,167,64,55,11.5,0,1
67459,174,86,52,18,1,1
57968,168,57,55,18,0,1
34975,179,103,53,10.5,1,0
25750,165,90,35,11.5,0,1
49200,176,90,44,14.5,1,0
53220,192,86,35,15,1,1
33208,170,86,49,10.5,1,1
36000,176,76,37,10.5,1,1
38400,183,98,45,12,1,1
27456,171,69,44,10.5,0,0
25400,183,75,25,10.5,1,0
49483,170,72,59,13.5,1,0
42170,195,85,38,14.5,1,0
38500,188,84,36,11.5,1,0
76100,185,80,42,13.5,1,0
28800,170,90,62,10.5,1,1
28800,168,89,57,10.5,0,1
25500,178,72,40,10.5,1,1
37050,168,71,51,10.5,1,1
36200,174,78,60,11,1,1
15900,162,52,56,11,0,1
38036,172,80,28,10.5,1,0
49872,177,81,48,16,1,1
14400,168,61,48,9,0,1
34420,174,73,41,10.5,1,1
133416,196,73,40,18,1,1
168000,180,84,48,18,1,1
38988,168,59,47,14.5,0,1
40087,180,105,36,18,1,0
18000,158,57,39,12,0,0
50800,178,76,60,10.5,1,1
15800,172,88,25,10.5,0,0
29130,169,63,48,10.5,0,0
22000,176,66,24,9,1,0
31000,180,76,30,7,1,1
74758,175,73,59,15,1,0
41601,154,68,54,15,0,1
96000,163,63,49,11,1,1
23317,156,50,23,10.5,0,0
30300,180,70,27,10.5,1,0
28200,173,85,61,10.5,1,1
24201,175,64,40,10.5,1,1
30000,172,90,52,10.5,1,1
24100,192,100,27,10.5,1,0
29900,174,60,42,10.5,0,0
31801,163,78,55,9,1,1
54000,160,55,55,11.5,0,1
18000,170,90,28,10,1,0
22220,160,76,31,11.5,0,1
13600,185,100,29,12,1,1
72000,178,85,46,10.5,1,1
66000,172,81,41,18,1,1
29000,176,80,51,10.5,1,1
19200,182,70,44,13,1,1
36700,180,98,42,10.5,1,1
47600,183,80,36,11,1,1
31200,175,76,48,10.5,1,1
28400,160,60,41,9,0,1
57900,169,71,41,18,0,1
38984,178,80,39,9,1,1
36000,176,78,52,15,1,1
24860,170,56,46,16,0,0
16000,180,80,47,11,1,0
240900,171,77,45,18,1,1
29250,172,79,47,9,1,1
22200,162,58,21,9,0,0
47300,174,80,42,11,1,1
23400,156,85,40,9,0,1
66000,181,91,38,15,1,0
32800,173,77,44,10.5,1,1
23800,165,55,41,11.5,0,1
26160,190,83,43,9,1,1
15000,172,85,51,10,1,1
45800,184,130,34,10.5,1,1
37600,174,85,55,9,1,1
37700,160,75,51,9,0,1
49200,178,75,27,10.5,1,0
36400,188,95,33,11,1,1
37813,176,90,39,10,1,1
37522,173,76,47,12,0,1
27600,180,95,52,9,1,1
29300,167,110,47,9,0,1
34200,181,82,25,11.5,1,0
35700,173,77,46,9,1,1
66000,174,88,35,11,1,0
26000,168,73,52,9,0,1
27690,164,67,45,10.5,0,0
42350,176,75,45,18,1,1
18000,163,70,59,9,0,1
20780,190,115,25,11.5,1,0
36322,193,101,54,12,1,1
21600,165,82,37,9,1,1
18200,166,75,59,11.5,0,1
49900,171,113,36,11.5,1,1
40800,175,84,58,10.5,1,1
15500,165,60,35,12,0,1
39000,182,95,42,10.5,1,1
17100,160,60,32,10.5,0,1
21603,178,85,30,11,1,1
